"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"74","Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!",FALSE,80064,NA,2017-01-09 04:05:31,FALSE,NA,"818307689323368448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",19568,FALSE,FALSE,NA,NA
"75","Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",FALSE,75350,NA,2017-01-08 18:56:20,FALSE,NA,"818169485169410048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",21014,FALSE,FALSE,NA,NA
"76","Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!",FALSE,59069,NA,2017-01-08 16:46:07,FALSE,NA,"818136714396975104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",18333,FALSE,FALSE,NA,NA
"77","""@FoxNews: ""We certainly don’t want intelligence interfering with politics and we don’t want politics interfe… https://t.co/bwDjEg1d7S""",FALSE,35231,NA,2017-01-08 16:39:14,FALSE,NA,"818134981344165888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",8146,FALSE,FALSE,NA,NA
"78","""@KellyannePolls: Welcome to President and Mrs. Bush.  
https://t.co/I1K4nj1gVu"" Very nice!",FALSE,28713,NA,2017-01-08 16:36:46,FALSE,NA,"818134360712953858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",5471,FALSE,FALSE,NA,NA
"79","I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",FALSE,86653,NA,2017-01-08 02:07:09,FALSE,NA,"817915516018892805",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",17702,FALSE,FALSE,NA,NA
"80","Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter &amp; star",FALSE,66115,NA,2017-01-07 23:54:05,FALSE,NA,"817882028272128001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",12353,FALSE,FALSE,NA,NA
"81","both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",FALSE,71356,NA,2017-01-07 15:21:42,FALSE,NA,"817753083707015168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",16755,FALSE,FALSE,NA,NA
"82","have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",FALSE,79788,NA,2017-01-07 15:10:46,FALSE,NA,"817750330196819968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",19103,FALSE,FALSE,NA,NA
"83","Having a good relationship with Russia is a good thing, not a bad thing. Only ""stupid"" people, or fools, would think that it is bad! We.....",FALSE,102980,NA,2017-01-07 15:02:20,FALSE,NA,"817748207694467072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",30153,FALSE,FALSE,NA,NA
"84","Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!",FALSE,85578,NA,2017-01-07 12:03:31,FALSE,NA,"817703208567078913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",20228,FALSE,FALSE,NA,NA
"85","Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!",FALSE,70235,NA,2017-01-07 11:56:29,FALSE,NA,"817701436096126977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",18692,FALSE,FALSE,NA,NA
"86","Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!",FALSE,68954,NA,2017-01-07 03:53:38,FALSE,NA,"817579925771341825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",16765,FALSE,FALSE,NA,NA
"87","Happy Birthday @EricTrump!
https://t.co/bJaEY7qFSn",FALSE,48883,NA,2017-01-07 00:07:09,FALSE,NA,"817522928862502913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",7838,FALSE,FALSE,NA,NA
"88","Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!",FALSE,98239,NA,2017-01-06 19:30:09,FALSE,NA,"817453219613917185",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",22777,FALSE,FALSE,NA,NA
"89","I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.",FALSE,94420,NA,2017-01-06 16:51:37,FALSE,NA,"817413321058029568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26433,FALSE,FALSE,NA,NA
"90","Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast &amp; Steven Newhouse, a friend. Will go this AM.",FALSE,35276,NA,2017-01-06 14:18:51,FALSE,NA,"817374875962769408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",6579,FALSE,FALSE,NA,NA
"91","being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich &amp; Hillary",FALSE,41538,NA,2017-01-06 12:42:53,FALSE,NA,"817350726800306177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",8991,FALSE,FALSE,NA,NA
"92","Wow, the ratings are in and Arnold Schwarzenegger got ""swamped"" (or destroyed) by comparison to the ratings machine, DJT. So much for....",FALSE,39409,NA,2017-01-06 12:34:37,FALSE,NA,"817348644647108609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",9493,FALSE,FALSE,NA,NA
"93","Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!",FALSE,67266,NA,2017-01-06 12:05:01,FALSE,NA,"817341196251070464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",14715,FALSE,FALSE,NA,NA
"94","and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE",FALSE,42095,NA,2017-01-06 11:45:47,FALSE,NA,"817336355193753600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",8421,FALSE,FALSE,NA,NA
"95","Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the......",FALSE,52069,NA,2017-01-06 11:39:35,FALSE,NA,"817334794958807042",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",10756,FALSE,FALSE,NA,NA
"96","The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",FALSE,66994,NA,2017-01-06 11:19:49,FALSE,NA,"817329823374831617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realDonaldTrump",19522,FALSE,FALSE,NA,NA
